,着順,枠,馬番,馬名,性齢,負担重量,騎手名,タイム,着差,コーナー週過順位,推定上がり,馬体重,馬体重(増減),調教師名,単勝人気
7,8,5,10,プロバーティオ,牡3,56.0,M.デムーロ,1:35.9,2 1/2,1-1,37.9,496,0,田中 剛,10
8,9,6,11,ヴィゴーレ,牡3,56.0,丸山 元気,1:35.9,ハナ,11-10,36.7,464,0,松永 幹夫,16
9,10,5,9,ブラックアーメット,牡3,56.0,津村 明秀,1:36.2,1 3/4,9-12,36.9,508,0,角田 晃一,12
10,11,1,1,ゲンパチフォルツァ,牡3,56.0,木幡 巧也,1:36.3,クビ,3-2,38.0,508,+8,堀井 雅広,5
11,12,3,5,イグナイター,牡3,56.0,武藤 雅,1:36.3,アタマ,14-14,36.6,520,+6,福永 敏,15
12,13,2,4,,牡3,56.0,C.ルメール,1:36.5,1 1/2,8-8,37.4,518,-2,藤沢 和雄,1
13,14,6,12,ローウェル,牡3,56.0,団野 大成,1:36.6,1/2,5-5,38.0,548,+14,斉藤 崇史,13
14,15,7,14,カレンロマチェンコ,牡3,56.0,松若 風馬,1:36.8,3/4,2-2,38.6,462,+2,高柳 大輔,8
15,中止,7,13,ピンクカメハメハ,牡3,56.0,北村 宏司,,,,,466,前計不,森 秀行,11
0,1,4,8,ライラック,牝3,54.0,M.デムーロ,1:35.2,,16-9-10,34.7,420,-4,相沢 郁,5
1,2,2,3,スターズオンアース,牝3,54.0,石橋 脩,1:35.3,クビ,5-5-4,35.1,474,+6,高柳 瑞樹,1
2,3,1,2,ビジュノワール,牝3,54.0,大野 拓弥,1:35.5,1 1/4,12-12-10,34.9,438,-4,中舘 英二,7
3,4,8,16,フィールシンパシー,牝3,54.0,坂井 瑠星,1:35.5,クビ,1-2-2,35.5,440,-10,小島 茂之,10
4,5,4,7,ブルトンクール,牝3,54.0,菅原 明良,1:35.6,クビ,3-3-3,35.5,444,-2,新開 幸一,13
5,6,3,5,スクルトゥーラ,牝3,54.0,横山 武史,1:35.6,クビ,3-3-4,35.5,436,+12,鹿戸 雄一,4
6,7,2,4,ニシノラブウインク,牝3,54.0,三浦 皇成,1:35.7,クビ,7-7-8,35.3,456,+4,小手川 準,6
7,8,7,13,ヴァンルーラー,牝3,54.0,戸崎 圭太,1:35.7,クビ,5-5-4,35.5,450,+2,吉岡 辰弥,9
8,9,1,1,エバーシャドネー,牝3,54.0,藤岡 佑介,1:35.9,1 1/4,10-9-8,35.4,454,-2,藤岡 健一,3
9,10,5,9,エリカヴィータ,牝3,54.0,C.ルメール,1:36.0,3/4,14-13-13,35.3,438,-6,国枝 栄,2
10,11,8,15,テーオーシャルマン,牝3,54.0,横山 和生,1:36.2,1 1/4,15-16-16,34.6,480,+4,奥村 豊,15
11,12,3,6,スピードグラマー,牝3,54.0,木幡 育也,1:36.3,3/4,10-13-13,35.6,466,-2,藤沢 和雄,11
12,13,6,12,ユキヤナギ,牝3,54.0,勝浦 正樹,1:36.4,1/2,7-7-4,36.1,446,+6,的場 均,16
13,14,6,11,ウラカワノキセキ,牝3,54.0,津村 明秀,1:36.5,3/4,2-1-1,36.6,456,-6,田島 俊明,14
14,15,7,14,ポケットシンデレラ,牝3,54.0,菱田 裕二,1:36.8,1 1/2,12-13-13,36.1,426,-2,青木 孝文,12
15,16,5,10,スプリットザシー,牝3,54.0,丸山 元気,1:37.2,2 1/2,7-9-10,36.7,388,-6,西村 真幸,8
0,1,7,7,ドルチェモア,牡2,55.0,横山 和生,1:33.4,,2-2,33.4,472,-8,須貝 尚介,2
1,2,1,1,グラニット,牡2,55.0,嶋田 純次,1:33.6,1 1/4,1-1,35.8,444,-4,大和田 成,7
2,3,8,8,シルヴァーデューク,牡2,55.0,戸崎 圭太,1:34.0,2 1/2,3-3,33.9,454,-2,西村 真幸,3
3,4,5,5,ノッキングポイント,牡2,55.0,C.ルメール,1:34.1,1,7-6,33.6,474,+10,木村 哲也,1
4,5,4,4,マイネルケレリウス,牡2,55.0,石川 裕紀人,1:34.3,1 1/2,9-9,33.6,418,+8,奥村 武,4
5,6,2,2,ブーケファロス,牡2,55.0,菅原 明良,1:34.4,3/4,4-4,34.1,436,+6,清水 英克,6
6,7,3,3,ミシェラドラータ,牡2,55.0,大野 拓弥,1:34.5,1/2,7-8,33.9,476,-2,清水 久詞,9
7,8,8,9,フロムナウオン,牡2,55.0,津村 明秀,1:34.6,クビ,6-6,34.2,548,+12,手塚 貴久,5
8,9,6,6,レッドソリッド,牡2,55.0,三浦 皇成,1:35.0,2 1/2,4-4,34.8,504,+2,音無 秀孝,8
0,1,6,6,セリフォス,牡2,55.0,藤岡 佑介,1:35.1,,6-4,33.4,486,0,中内田 充正,1
1,2,1,1,ソネットフレーズ,牝2,54.0,C.ルメール,1:35.1,クビ,3-4,33.5,466,0,手塚 貴久,2
2,3,5,5,カワキタレブリー,牡2,55.0,松山 弘平,1:35.4,1 3/4,5-6,33.5,430,-2,杉山 佳明,7
3,4,7,7,プルパレイ,牡2,55.0,M.デムーロ,1:35.4,クビ,1-1,34.1,488,0,須貝 尚介,3
4,5,2,2,スタニングローズ,牝2,54.0,吉田 隼人,1:35.6,3/4,2-2,34.2,474,-6,高野 友和,4
5,6,3,3,ドグマ,牡2,55.0,武 豊,1:35.8,1 1/4,3-2,34.3,474,-4,武 幸四郎,5
6,7,4,4,,牡2,55.0,和田 竜二,1:36.4,3 1/2,7-6,34.6,468,-10,音無 秀孝,6
0,1,7,7,オジュウチョウサン,牡11,63.0,石神 深一,4:52.3,,2-3-3-2,13.8,510,-2,和田 正一郎,1
1,2,1,1,ブラゾンダムール,牡7,63.0,西谷 誠,4:52.5,1 1/4,4-4-3-1,13.8,486,-8,松永 幹夫,3
2,3,2,2,マイネルレオーネ,牡10,63.0,平沢 健治,4:52.6,1/2,7-6-5-5,13.8,408,-4,清水 久詞,5
3,4,6,6,ケンホファヴァルト,牡9,63.0,森 一馬,4:53.2,3 1/2,2-2-2-3,13.8,476,-8,森 秀行,2
4,5,8,8,ビレッジイーグル,牡5,63.0,大江原 圭,4:53.8,3 1/2,1-1-1-3,13.8,508,0,竹内 正洋,4
5,6,4,4,サトノパシュート,牡5,63.0,高田 潤,4:54.4,3 1/2,6-6-6-6,13.9,476,-6,高橋 康之,7
6,7,5,5,マイネルプロンプト,せん10,63.0,白浜 雄造,4:57.1,大差,5-5-6-7,14.0,476,-6,坂口 智康,8
7,8,8,9,キタノテイオウ,牡7,63.0,上野 翔,4:58.1,6,7-8-8-8,14.0,466,-4,和田 雄二,9
8,9,3,3,マイサンシャイン,牡6,63.0,難波 剛健,4:58.2,クビ,9-9-9-9,14.0,478,+2,五十嵐 忠男,6
0,1,1,1,スタニングローズ,牝3,54.0,川田 将雅,1:48.5,,4-3-3-3,35.0,474,-2,高野 友和,2
1,2,5,5,ニシノラブウインク,牝3,54.0,三浦 皇成,1:48.6,1/2,2-2-2-2,35.3,462,+6,小手川 準,9
2,3,3,3,シンティレーション,牝3,54.0,横山 武史,1:48.9,2,4-5-6-5,35.2,458,-4,池上 昌和,1
3,4,6,8,ダイム,牝3,54.0,横山 和生,1:49.0,1/2,9-10-10-8,34.9,428,-12,昆 貢,8
4,5,7,10,デインティハート,牝3,54.0,菅原 明良,1:49.1,3/4,8-7-3-3,35.7,490,-2,黒岩 陽一,5
5,6,2,2,パーソナルハイ,牝3,54.0,藤岡 康太,1:49.2,1/2,9-7-8-5,35.3,464,+2,矢作 芳人,3
6,7,7,9,キタサンシュガー,牝3,54.0,坂井 瑠星,1:49.5,1 1/2,12-12-12-10,35.1,446,+2,清水 久詞,6
7,8,5,6,モカフラワー,牝3,54.0,石川 裕紀人,1:49.5,アタマ,6-7-8-8,35.6,452,+4,相沢 郁,4
8,9,8,12,ティズグロリアス,牝3,54.0,C.ルメール,1:49.7,1 1/4,11-11-10-10,35.6,414,0,木村 哲也,7
9,10,4,4,コルベイユ,牝3,54.0,勝浦 正樹,1:49.7,1/2,1-1-1-1,36.6,422,-4,新開 幸一,10
10,11,6,7,アポロルタ,牝3,54.0,吉田 豊,1:51.0,8,6-5-6-10,37.3,430,0,中舘 英二,11
11,12,8,11,アプサラー,牝3,54.0,津村 明秀,1:52.6,10,2-3-3-7,39.1,430,-10,田島 俊明,12
0,1,4,8,レシステンシア,牝4,54.0,北村 友一,1:19.2,,1-1,33.8,508,+8,松下 武士,1
1,2,3,6,ミッキーブリランテ,牡5,56.0,和田 竜二,1:19.5,2,5-4,33.8,476,+2,矢作 芳人,10
2,3,7,13,,牡6,56.0,荻野 極,1:19.6,1/2,2-2,34.1,510,0,池江 泰寿,4
3,4,5,10,インディチャンプ,牡6,57.0,福永 祐一,1:19.6,ハナ,9-7,33.8,484,+2,音無 秀孝,3
4,5,1,2,ダノンファンタジー,牝5,55.0,川田 将雅,1:19.8,1 1/4,11-10,33.9,476,0,中内田 充正,2
5,6,3,5,メイショウチタン,牡4,56.0,幸 英明,1:19.8,アタマ,7-7,34.0,470,-2,本田 優,9
6,7,2,4,ロードアクア,牡5,56.0,田中 健,1:20.0,1 1/4,3-4,34.4,482,+2,浅見 秀一,12
7,8,6,11,ザイツィンガー,牡5,56.0,国分 恭介,1:20.0,クビ,15-15,33.8,430,-4,牧田 和弥,13
8,9,4,7,クリノガウディー,牡5,56.0,岩田 望来,1:20.1,1/2,3-3,34.5,500,-2,藤沢 則雄,7
9,10,5,9,タマモメイトウ,牡5,56.0,古川 吉洋,1:20.2,クビ,15-16,33.9,500,+10,藤岡 健一,17
10,11,6,12,コンパウンダー,牡6,56.0,吉田 隼人,1:20.2,クビ,11-10,34.2,458,-4,石橋 守,16
11,12,1,1,メイケイダイハード,牡6,56.0,松若 風馬,1:20.2,アタマ,7-10,34.3,550,-4,中竹 和也,11
12,13,8,15,ブラックムーン,牡9,56.0,藤井 勘一郎,1:20.2,ハナ,17-17,33.7,502,-4,西浦 勝一,15
13,14,8,16,メイショウキョウジ,牡6,56.0,酒井 学,1:20.3,クビ,9-7,34.5,484,+2,藤岡 健一,14
14,15,2,3,カツジ,牡6,57.0,武 豊,1:20.3,クビ,11-14,34.3,504,+4,池添 兼雄,8
15,16,8,17,ベストアクター,せん7,56.0,団野 大成,1:20.4,1/2,14-10,34.4,456,+8,鹿戸 雄一,5
16,17,7,14,トライン,牡6,56.0,池添 謙一,1:20.5,クビ,5-4,34.8,470,+10,浜田 多実雄,6
0,1,5,10,エフフォーリア,牡3,55.0,横山 武史,2:32.0,,9-9-8-5,35.9,516,+2,鹿戸 雄一,1
1,2,3,5,ディープボンド,牡4,57.0,和田 竜二,2:32.1,3/4,5-6-6-5,36.1,502,前計不,大久保 龍志,5
2,3,4,7,クロノジェネシス,牝5,55.0,C.ルメール,2:32.2,1/2,7-7-8-8,36.0,478,前計不,斉藤 崇史,2
3,4,5,9,ステラヴェローチェ,牡3,55.0,M.デムーロ,2:32.3,1/2,10-11-10-8,35.9,498,+4,須貝 尚介,3
4,5,8,16,タイトルホルダー,牡3,55.0,横山 和生,2:32.5,1 1/2,2-2-2-2,36.9,476,+12,栗田 徹,4
5,6,6,11,アリストテレス,牡4,57.0,武 豊,2:33.0,3,15-15-14-12,36.4,474,-6,音無 秀孝,9
6,7,7,13,アカイイト,牝4,55.0,幸 英明,2:33.1,1/2,12-12-13-10,36.6,516,+2,中竹 和也,6
7,8,2,3,モズベッロ,牡5,57.0,池添 謙一,2:33.5,2 1/2,13-13-10-13,37.1,488,0,森田 直行,14
8,9,4,8,ユーキャンスマイル,牡6,57.0,藤岡 佑介,2:33.6,1/2,14-14-14-15,36.9,512,+6,友道 康夫,16
9,10,8,15,キセキ,牡7,57.0,松山 弘平,2:33.6,クビ,7-7-6-3,37.6,516,+4,辻野 泰之,7
10,11,3,6,ウインキートス,牝4,55.0,丹内 祐次,2:34.3,4,3-3-3-5,38.5,480,+10,宗像 義忠,12
11,12,6,12,シャドウディーヴァ,牝5,55.0,横山 典弘,2:34.3,ハナ,3-4-5-10,38.4,476,-2,斎藤 誠,13
12,13,1,2,パンサラッサ,牡4,57.0,菱田 裕二,2:34.4,1/2,1-1-1-1,39.1,480,+6,矢作 芳人,8
13,14,1,1,ペルシアンナイト,牡7,57.0,C.デムーロ,2:34.6,3/4,5-4-3-3,38.8,500,-2,池江 泰寿,11
14,15,2,4,メロディーレーン,牝5,55.0,岩田 望来,2:35.2,3 1/2,10-10-10-13,38.8,352,-2,森田 直行,15
15,16,7,14,アサマノイタズラ,牡3,55.0,田辺 裕信,2:35.4,1 1/4,16-16-16-16,38.4,496,+4,手塚 貴久,10
0,1,4,7,ジャスティンパレス,牡3,56.0,鮫島 克駿,2:11.1,,4-5-4-3,34.4,452,+4,杉山 晴紀,5
1,2,3,6,ヤマニンゼスト,牡3,56.0,武 豊,2:11.7,3 1/2,13-13-13-11,34.5,494,-12,千田 輝彦,12
2,3,1,2,ボルドグフーシュ,牡3,56.0,吉田 隼人,2:11.8,1/2,15-15-13-16,34.3,496,+6,宮本 博,4
3,4,6,12,ジュンブロッサム,牡3,56.0,坂井 瑠星,2:11.8,クビ,4-4-4-3,35.1,466,+6,友道 康夫,6
4,5,3,5,ヴェローナシチー,牡3,56.0,団野 大成,2:11.9,クビ,13-13-13-13,34.6,498,0,佐々木 晶三,3
5,6,1,1,リカンカブール,牡3,56.0,藤岡 康太,2:12.0,1/2,1-1-1-1,35.6,492,+4,田中 克典,11
6,7,6,11,パラレルヴィジョン,牡3,56.0,C.ルメール,2:12.2,1 1/4,10-10-13-11,35.0,510,+4,国枝 栄,1
7,8,7,14,プラダリア,牡3,56.0,池添 謙一,2:12.2,クビ,7-7-8-7,35.2,456,-2,池添 学,2
8,9,7,13,ビーアストニッシド,牡3,56.0,岩田 康誠,2:12.3,3/4,10-10-8-7,35.2,456,-6,飯田 雄三,10
9,10,8,16,アスクワイルドモア,牡3,56.0,岩田 望来,2:12.5,3/4,17-17-17-16,35.0,464,0,藤原 英昭,7
10,11,5,10,レヴァンジル,牡3,56.0,M.デムーロ,2:12.5,クビ,15-15-7-7,35.5,472,-6,堀 宣行,8
11,12,2,4,コントゥラット,牡3,56.0,北村 友一,2:12.5,アタマ,7-7-8-7,35.5,484,+2,吉岡 辰弥,15
12,13,8,17,サンセットクラウド,牡3,56.0,幸 英明,2:12.6,1/2,10-12-8-13,35.3,448,+10,矢作 芳人,14
13,14,4,8,メイショウラナキラ,牡3,56.0,秋山 真一郎,2:13.0,2 1/2,3-2-2-2,36.4,440,-12,南井 克巳,13
14,15,5,9,サトノヘリオス,牡3,56.0,浜中 俊,2:13.5,3,6-6-4-3,36.7,468,+8,友道 康夫,9
15,16,8,15,アイキャンドウイッ,牡3,56.0,和田 竜二,2:13.9,2 1/2,7-7-8-13,36.6,442,-10,池江 泰寿,16
16,17,2,3,ミスターホワイト,牡3,56.0,松若 風馬,2:20.5,大差,2-2-2-3,43.8,498,-8,矢作 芳人,17
0,1,3,6,カラテ,牡6,57.5,菅原 明良,1:58.9,,7-7,33.3,532,-8,辻野 泰之,10
1,2,8,17,ユーキャンスマイル,牡7,57.0,石橋 脩,1:59.2,1 3/4,17-17,33.0,512,-4,友道 康夫,9
2,3,8,18,,牡3,53.0,松若 風馬,1:59.3,3/4,3-3,33.9,472,+6,宮本 博,3
3,4,6,12,フォワードアゲン,せん5,53.0,江田 照男,1:59.4,3/4,7-7,33.8,426,+2,中野 栄治,16
4,5,3,5,ヒートオンビート,牡5,57.0,池添 謙一,1:59.5,1/2,4-4,34.1,480,+4,友道 康夫,1
5,6,6,11,プリマヴィスタ,牡5,53.0,松岡 正海,1:59.6,クビ,16-15,33.5,476,0,矢作 芳人,15
6,7,4,7,ゴールドスミス,せん8,53.0,吉田 豊,1:59.7,3/4,2-2,34.5,536,+16,高柳 瑞樹,11
7,8,2,4,,牡7,57.5,鮫島 克駿,1:59.8,クビ,12-12,33.9,480,+6,高橋 義忠,2
8,9,7,13,カナリキケン,牝4,49.0,木幡 初也,2:00.0,1 1/4,14-15,33.9,504,+4,竹内 正洋,18
9,10,1,2,,牡8,55.0,M.デムーロ,2:00.0,1/2,18-17,33.7,438,+4,相沢 郁,12
10,11,7,15,スカーフェイス,牡6,55.0,岩田 康誠,2:00.1,クビ,12-12,34.2,464,+6,橋田 満,6
11,12,1,1,,牡4,56.0,三浦 皇成,2:00.1,ハナ,4-4,34.6,484,+10,杉山 晴紀,8
12,13,4,8,ディアマンミノル,牡5,55.0,荻野 極,2:00.2,1/2,14-12,34.3,468,-2,本田 優,7
13,14,5,9,エヒト,牡5,57.0,田中 勝春,2:00.2,クビ,10-9,34.3,462,-2,森 秀行,5
14,15,5,10,ココロノトウダイ,牡5,55.0,戸崎 圭太,2:00.2,クビ,4-6,34.6,530,+6,手塚 貴久,13
15,16,2,3,,牡4,56.5,内田 博幸,2:00.4,3/4,7-9,34.6,504,+4,友道 康夫,14
16,17,7,14,コトブキテティス,牝5,51.0,武藤 雅,2:00.4,ハナ,10-9,34.6,444,+4,田島 俊明,17
17,18,8,16,カイザーバローズ,牡4,55.0,津村 明秀,2:01.4,6,1-1,36.3,462,+18,中内田 充正,4
0,1,6,9,ガイアフォース,牡3,56.0,松山 弘平,2:11.8,,6-6-5-4,34.7,498,+8,杉山 晴紀,3
1,2,5,7,アスクビクターモア,牡3,56.0,田辺 裕信,2:11.8,アタマ,3-3-3-2,35.0,476,+4,田村 康仁,1
2,3,1,1,ローシャムパーク,牡3,56.0,C.ルメール,2:12.3,3,7-7-7-7,35.0,494,+6,田中 博康,2
3,4,4,5,セイウンハーデス,牡3,56.0,幸 英明,2:12.7,2 1/2,2-2-2-2,36.0,474,+2,橋口 慎介,7
4,5,4,4,ラーグルフ,牡3,56.0,戸崎 圭太,2:12.8,クビ,9-8-8-8,35.4,488,0,宗像 義忠,6
5,6,8,13,ボーンディスウェイ,牡3,56.0,石橋 脩,2:13.1,2,10-10-11-11,35.3,488,0,牧 光二,10
6,7,5,6,オニャンコポン,牡3,56.0,菅原 明良,2:13.2,クビ,5-5-5-5,36.1,464,-4,小島 茂之,4
7,8,7,11,キングズパレス,牡3,56.0,松岡 正海,2:13.2,クビ,12-12-9-8,35.6,490,0,戸田 博文,5
8,9,6,8,ショウナンマグマ,牡3,56.0,横山 武史,2:13.3,1/2,1-1-1-1,36.8,506,0,尾関 知人,9
9,10,7,10,ベジャール,牡3,56.0,北村 友一,2:13.8,3,8-8-9-8,36.3,562,-2,田中 博康,12
10,11,8,12,サイモンバロン,牡3,56.0,三浦 皇成,2:13.9,1/2,13-13-13-12,35.8,480,+10,勢司 和浩,13
11,12,2,2,ロンギングエーオ,牡3,56.0,横山 和生,2:14.0,クビ,10-10-11-12,36.2,486,0,奥村 武,11
12,13,3,3,マテンロウスカイ,牡3,56.0,横山 典弘,2:14.1,1/2,3-3-3-5,37.3,482,+2,松永 幹夫,8
0,1,8,12,メイケイエール,牝4,54.0,池添 謙一,1:20.2,,6-5,33.6,470,+2,武 英智,1
1,2,4,4,スカイグルーヴ,牝5,54.0,C.ルメール,1:20.3,1/2,7-7,33.5,462,0,木村 哲也,2
2,3,7,9,タイムトゥヘヴン,牡4,56.0,大野 拓弥,1:20.4,3/4,10-9,33.4,478,-10,戸田 博文,5
3,4,5,6,ワールドバローズ,牡4,56.0,和田 竜二,1:20.4,クビ,11-11,33.2,456,+4,石坂 公一,8
4,5,7,10,ラウダシオン,牡5,57.0,M.デムーロ,1:20.5,アタマ,2-2,34.4,518,前計不,斉藤 崇史,7
5,6,6,7,リレーションシップ,牡5,56.0,戸崎 圭太,1:20.5,アタマ,9-9,33.5,504,0,須貝 尚介,9
6,7,6,8,シャインガーネット,牝5,54.0,田辺 裕信,1:20.5,クビ,5-5,33.9,480,-2,栗田 徹,3
7,8,2,2,リフレイム,牝4,54.0,野中 悠太郎,1:20.7,1,1-1,34.9,512,-2,黒岩 陽一,4
8,9,3,3,ギルデッドミラー,牝5,54.0,D.レーン,1:20.7,クビ,11-11,33.5,486,+2,松永 幹夫,6
9,10,8,11,ビオグラフィー,牝5,54.0,内田 博幸,1:20.9,1 1/4,3-3,34.6,486,+6,藤岡 健一,12
10,11,1,1,ミッキーブリランテ,牡6,56.0,三浦 皇成,1:21.0,1/2,3-4,34.6,476,-4,矢作 芳人,10
11,12,5,5,クリスティ,牝5,54.0,松若 風馬,1:21.1,クビ,8-7,34.3,490,+2,杉山 晴紀,11
0,1,7,14,ジオグリフ,牡3,57.0,福永 祐一,1:59.7,,5-5-6-3,34.3,494,-4,木村 哲也,5
1,2,8,18,イクイノックス,牡3,57.0,C.ルメール,1:59.8,1,7-5-4-3,34.6,492,+10,木村 哲也,3
2,3,6,12,ドウデュース,牡3,57.0,武 豊,2:00.0,1 1/4,15-15-16-14,33.8,496,-8,友道 康夫,1
3,4,1,1,ダノンベルーガ,牡3,57.0,川田 将雅,2:00.0,クビ,5-5-6-3,34.6,504,+2,堀 宣行,2
4,5,1,2,アスクビクターモア,牡3,57.0,田辺 裕信,2:00.1,クビ,1-1-1-1,35.3,474,0,田村 康仁,6
5,6,6,11,オニャンコポン,牡3,57.0,菅原 明良,2:00.1,クビ,11-11-11-8,34.3,468,+2,小島 茂之,8
6,7,3,6,ジャスティンロック,牡3,57.0,戸崎 圭太,2:00.3,3/4,15-15-16-16,34.2,494,-4,吉岡 辰弥,10
7,8,7,15,ラーグルフ,牡3,57.0,丸田 恭介,2:00.3,クビ,14-13-14-14,34.3,488,+2,宗像 義忠,16
8,9,5,10,ジャスティンパレス,牡3,57.0,M.デムーロ,2:00.5,1 1/4,17-17-14-12,34.5,458,+8,杉山 晴紀,9
9,10,4,8,ダンテスヴュー,牡3,57.0,吉田 隼人,2:00.5,ハナ,7-8-8-8,34.9,456,+4,友道 康夫,15
10,11,7,13,ビーアストニッシド,牡3,57.0,和田 竜二,2:00.5,クビ,3-3-4-3,35.2,468,-4,飯田 雄三,13
11,12,8,17,,牡3,57.0,横山 典弘,2:00.5,クビ,18-18-18-18,33.9,482,+4,昆 貢,14
12,13,2,4,キラーアビリティ,牡3,57.0,横山 武史,2:00.6,1/2,7-8-8-8,35.0,468,0,斉藤 崇史,4
13,14,4,7,ボーンディスウェイ,牡3,57.0,石橋 脩,2:00.7,クビ,3-3-3-3,35.6,490,-4,牧 光二,12
14,15,3,5,グランドライン,牡3,57.0,三浦 皇成,2:00.9,1 1/4,13-13-11-12,35.1,514,-4,高木 登,17
15,16,8,16,デシエルト,牡3,57.0,岩田 康誠,2:01.3,2 1/2,2-2-2-2,36.3,512,+2,安田 隆行,7
16,17,5,9,サトノヘリオス,牡3,57.0,岩田 望来,2:01.7,2 1/2,7-8-8-8,36.1,472,-2,友道 康夫,11
17,18,2,3,トーセンヴァンノ,牡3,57.0,木幡 巧也,2:02.7,6,11-11-11-16,36.9,478,0,小桧山 悟,18
0,1,2,4,ピクシーナイト,牡3,55.0,福永 祐一,1:07.1,,3-2,33.4,538,+2,音無 秀孝,3
1,2,6,12,レシステンシア,牝4,55.0,C.ルメール,1:07.4,2,4-4,33.5,506,-2,松下 武士,2
2,3,1,1,,牡6,57.0,吉田 隼人,1:07.4,アタマ,5-5,33.4,500,+6,野中 賢二,10
3,4,3,6,メイケイエール,牝3,53.0,池添 謙一,1:07.8,2 1/2,7-7,33.5,470,-8,武 英智,7
4,5,8,16,モズスーパーフレア,牝6,55.0,松若 風馬,1:07.8,ハナ,1-1,34.5,504,0,音無 秀孝,5
5,6,7,14,ダノンスマッシュ,牡6,57.0,川田 将雅,1:07.8,アタマ,5-6,33.8,470,+1,安田 隆行,1
6,7,4,8,ビアンフェ,せん4,57.0,藤岡 佑介,1:07.9,クビ,2-2,34.3,564,+4,中竹 和也,9
7,8,5,9,クリノガウディー,牡5,57.0,岩田 康誠,1:08.0,1/2,7-10,33.8,488,0,藤沢 則雄,6
8,9,1,2,ミッキーブリランテ,牡5,57.0,和田 竜二,1:08.0,クビ,7-7,33.7,468,-4,矢作 芳人,13
9,10,2,3,ラヴィングアンサー,牡7,57.0,岩田 望来,1:08.0,ハナ,12-11,33.5,504,+6,石坂 公一,15
10,11,6,11,ジャンダルム,牡6,57.0,浜中 俊,1:08.1,1/2,7-11,33.8,506,-2,池江 泰寿,4
11,12,4,7,タイセイビジョン,牡4,57.0,三浦 皇成,1:08.3,1 1/4,16-16,33.2,474,+4,西村 真幸,11
12,13,5,10,エイティーンガール,牝5,55.0,横山 和生,1:08.3,アタマ,15-15,33.4,452,-10,飯田 祐史,14
13,14,7,13,アウィルアウェイ,牝5,55.0,戸崎 圭太,1:08.4,3/4,14-13,33.6,494,-8,高野 友和,12
14,15,3,5,,牡5,57.0,鮫島 克駿,1:08.6,1,7-7,34.4,526,+6,西村 真幸,8
15,16,8,15,ロードアクア,牡5,57.0,田中 健,1:09.0,2 1/2,12-13,34.5,464,-10,浅見 秀一,16
0,1,7,13,ドウデュース,牡3,57.0,武 豊,2:21.9,,13-14-14-14,33.7,490,-6,友道 康夫,3
1,2,8,18,イクイノックス,牡3,57.0,C.ルメール,2:21.9,クビ,16-16-16-14,33.6,484,-8,木村 哲也,2
2,3,2,3,アスクビクターモア,牡3,57.0,田辺 裕信,2:22.2,2,2-2-2-2,35.3,472,-2,田村 康仁,7
3,4,6,12,ダノンベルーガ,牡3,57.0,川田 将雅,2:22.3,クビ,10-10-11-11,34.3,494,-10,堀 宣行,1
4,5,3,6,プラダリア,牡3,57.0,池添 謙一,2:22.8,3,5-5-6-5,35.2,458,+2,池添 学,5
5,6,8,16,キラーアビリティ,牡3,57.0,横山 武史,2:22.9,3/4,13-15-15-16,34.5,460,-8,斉藤 崇史,8
6,7,7,15,ジオグリフ,牡3,57.0,福永 祐一,2:22.9,ハナ,10-10-11-11,34.9,492,-2,木村 哲也,4
7,8,4,7,オニャンコポン,牡3,57.0,菅原 明良,2:23.0,1/2,12-10-11-11,35.0,468,0,小島 茂之,6
8,9,5,9,ジャスティンパレス,牡3,57.0,M.デムーロ,2:23.2,1 1/4,6-8-8-8,35.4,448,-10,杉山 晴紀,10
9,10,4,8,ビーアストニッシド,牡3,57.0,和田 竜二,2:23.5,1 3/4,4-3-3-3,36.2,462,-6,飯田 雄三,17
10,11,1,2,セイウンハーデス,牡3,57.0,幸 英明,2:23.9,2 1/2,6-7-4-5,36.4,472,+4,橋口 慎介,16
11,12,1,1,アスクワイルドモア,牡3,57.0,岩田 望来,2:24.0,3/4,6-8-8-8,36.2,464,+2,藤原 英昭,13
12,13,2,4,マテンロウレオ,牡3,57.0,横山 和生,2:24.0,ハナ,13-10-8-8,36.2,476,-6,昆 貢,18
13,14,8,17,ロードレゼル,牡3,57.0,D.レーン,2:24.0,ハナ,6-5-6-5,36.5,506,+2,中内田 充正,11
14,15,7,14,デシエルト,牡3,57.0,岩田 康誠,2:24.0,クビ,1-1-1-1,37.3,512,0,安田 隆行,15
15,16,6,11,ジャスティンロック,牡3,57.0,松山 弘平,2:24.7,4,18-18-17-17,36.0,486,-8,吉岡 辰弥,14
16,17,5,10,マテンロウオリオン,牡3,57.0,横山 典弘,2:25.9,7,17-17-17-17,37.2,484,0,昆 貢,9
17,18,3,5,ピースオブエイト,牡3,57.0,藤岡 佑介,2:29.1,大差,3-3-4-4,41.7,460,-6,奥村 豊,12
0,1,4,8,スターズオンアース,牝3,55.0,川田 将雅,1:32.9,,10-9,33.5,470,-4,高柳 瑞樹,7
1,2,3,6,ウォーターナビレラ,牝3,55.0,武 豊,1:32.9,ハナ,2-2,34.0,464,-14,武 幸四郎,3
2,3,1,1,ナムラクレア,牝3,55.0,浜中 俊,1:33.0,1/2,4-4,33.9,462,-4,長谷川 浩大,6
3,4,8,16,サークルオブライフ,牝3,55.0,M.デムーロ,1:33.0,クビ,13-15,33.3,482,+6,国枝 栄,2
