,レース日,レースタイトル,レースカテゴリ,レースクラス,レースルール,レース重量,レースコース,着順,枠,馬番,馬名,性齢,負担重量,騎手名,タイム,着差,コーナー週過順位,推定上がり,馬体重,馬体重(増減),調教師名,単勝人気
1,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,2,2,3,シュネルマイスター,牡3,56.0,横山 武史,1:32.7,3/4,8-8,32.9,480,-2,手塚 貴久,2
2,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,3,7,13,ダノンザキッド,牡3,56.0,川田 将雅,1:32.8,1/2,8-8,33.0,528,+2,安田 隆行,5
3,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,4,4,7,インディチャンプ,牡6,57.0,福永 祐一,1:32.8,ハナ,5-5,33.2,484,0,音無 秀孝,6
4,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,5,1,1,ホウオウアマゾン,牡3,56.0,坂井 瑠星,1:33.0,1 1/4,1-1,33.7,510,+2,矢作 芳人,7
5,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,6,2,4,,牡4,57.0,松山 弘平,1:33.1,クビ,3-2,33.7,546,+10,堀 宣行,3
6,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,7,4,8,ダーリントンホール,牡4,57.0,和田 竜二,1:33.2,1/2,10-8,33.4,538,0,木村 哲也,10
7,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,8,3,5,サウンドキアラ,牝6,55.0,武 豊,1:33.2,クビ,5-5,33.6,460,-6,安達 昭夫,11
8,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,9,6,11,カテドラル,牡5,57.0,戸崎 圭太,1:33.2,クビ,14-13,33.1,492,+10,池添 学,8
9,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,10,3,6,ケイデンスコール,牡5,57.0,岩田 康誠,1:33.3,クビ,13-13,33.2,474,0,安田 隆行,12
10,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,11,8,16,レインボーフラッグ,牡8,57.0,小崎 綾也,1:33.4,1/2,16-16,33.1,466,-2,小崎 憲,16
11,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,12,5,10,ロータスランド,牝4,55.0,田辺 裕信,1:33.5,3/4,7-5,33.9,466,-6,辻野 泰之,9
12,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,13,5,9,グレナディアガーズ,牡3,56.0,池添 謙一,1:33.8,1 3/4,3-2,34.4,466,+6,中内田 充正,4
13,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,14,1,2,クリノガウディー,牡5,57.0,岩田 望来,1:33.9,クビ,2-4,34.4,494,+4,藤沢 則雄,14
14,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,15,7,14,リプレーザ,牡3,56.0,幸 英明,1:34.7,5,10-8,34.9,490,+2,大根田 裕之,13
15,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,16,8,15,,牡5,57.0,藤岡 康太,1:35.2,3,14-13,35.1,482,+6,村山 明,15
0,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,1,3,6,グランアレグリア,牝5,55.0,C.ルメール,1:31.0,,9-10,32.6,498,+2,藤沢 和雄,1
1,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,2,4,8,ランブリングアレー,牝5,55.0,吉田 隼人,1:31.7,4,11-10,33.2,466,-8,友道 康夫,10
2,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,3,1,1,マジックキャッスル,牝4,55.0,戸崎 圭太,1:31.7,クビ,9-7,33.5,434,+4,国枝 栄,5
3,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,4,7,14,ディアンドル,牝5,55.0,団野 大成,1:31.8,クビ,5-4,33.8,496,-6,奥村 豊,14
4,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,5,1,2,シゲルピンクダイヤ,牝5,55.0,和田 竜二,1:31.8,クビ,5-4,33.8,476,+4,渡辺 薫彦,13
5,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,6,8,18,レシステンシア,牝4,55.0,武 豊,1:31.9,クビ,3-2,34.1,504,-2,松下 武士,2
6,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,7,6,11,ダノンファンタジー,牝5,55.0,藤岡 佑介,1:31.9,クビ,14-14,33.0,472,+2,中内田 充正,9
7,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,8,3,5,デゼル,牝4,55.0,川田 将雅,1:31.9,アタマ,11-12,33.2,478,+2,友道 康夫,4
8,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,9,4,7,マルターズディオサ,牝4,55.0,田辺 裕信,1:32.2,1 3/4,7-7,34.0,450,-2,手塚 貴久,7
9,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,10,2,3,クリスティ,牝4,55.0,斎藤 新,1:32.3,1/2,1-1,34.7,488,+2,杉山 晴紀,15
10,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,11,6,12,サウンドキアラ,牝6,55.0,松山 弘平,1:32.3,クビ,7-7,34.1,458,-4,安達 昭夫,6
11,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,12,5,10,レッドベルディエス,牝5,55.0,石橋 脩,1:32.4,クビ,18-17,33.2,476,+12,鹿戸 雄一,17
12,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,13,8,16,リアアメリア,牝4,55.0,福永 祐一,1:32.4,アタマ,17-17,33.2,486,-6,中内田 充正,8
13,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,14,5,9,テルツェット,牝4,55.0,M.デムーロ,1:32.4,クビ,14-14,33.5,426,+8,和田 正一郎,3
14,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,15,8,17,スマイルカナ,牝4,55.0,柴田 大知,1:32.6,3/4,2-2,34.9,432,+6,高橋 祥泰,12
15,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,16,7,15,アフランシール,牝5,55.0,大野 拓弥,1:32.6,アタマ,14-14,33.7,506,+8,尾関 知人,18
16,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,17,7,13,プールヴィル,牝5,55.0,三浦 皇成,1:32.8,1 1/4,11-12,34.1,442,-14,庄野 靖志,11
17,2021-05-16,ヴィクトリアマイル,4歳以上,オープン,国際牝指定,定量,1600メートル芝左,18,2,4,イベリス,牝5,55.0,酒井 学,1:36.5,大差,3-4,38.5,482,0,角田 晃一,16
0,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,1,2,4,ピクシーナイト,牡3,55.0,福永 祐一,1:07.1,,3-2,33.4,538,+2,音無 秀孝,3
1,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,2,6,12,レシステンシア,牝4,55.0,C.ルメール,1:07.4,2,4-4,33.5,506,-2,松下 武士,2
2,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,3,1,1,,牡6,57.0,吉田 隼人,1:07.4,アタマ,5-5,33.4,500,+6,野中 賢二,10
3,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,4,3,6,メイケイエール,牝3,53.0,池添 謙一,1:07.8,2 1/2,7-7,33.5,470,-8,武 英智,7
4,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,5,8,16,モズスーパーフレア,牝6,55.0,松若 風馬,1:07.8,ハナ,1-1,34.5,504,0,音無 秀孝,5
5,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,6,7,14,ダノンスマッシュ,牡6,57.0,川田 将雅,1:07.8,アタマ,5-6,33.8,470,+1,安田 隆行,1
6,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,7,4,8,ビアンフェ,せん4,57.0,藤岡 佑介,1:07.9,クビ,2-2,34.3,564,+4,中竹 和也,9
7,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,8,5,9,クリノガウディー,牡5,57.0,岩田 康誠,1:08.0,1/2,7-10,33.8,488,0,藤沢 則雄,6
8,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,9,1,2,ミッキーブリランテ,牡5,57.0,和田 竜二,1:08.0,クビ,7-7,33.7,468,-4,矢作 芳人,13
9,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,10,2,3,ラヴィングアンサー,牡7,57.0,岩田 望来,1:08.0,ハナ,12-11,33.5,504,+6,石坂 公一,15
10,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,11,6,11,ジャンダルム,牡6,57.0,浜中 俊,1:08.1,1/2,7-11,33.8,506,-2,池江 泰寿,4
11,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,12,4,7,タイセイビジョン,牡4,57.0,三浦 皇成,1:08.3,1 1/4,16-16,33.2,474,+4,西村 真幸,11
12,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,13,5,10,エイティーンガール,牝5,55.0,横山 和生,1:08.3,アタマ,15-15,33.4,452,-10,飯田 祐史,14
13,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,14,7,13,アウィルアウェイ,牝5,55.0,戸崎 圭太,1:08.4,3/4,14-13,33.6,494,-8,高野 友和,12
14,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,15,3,5,,牡5,57.0,鮫島 克駿,1:08.6,1,7-7,34.4,526,+6,西村 真幸,8
15,2021-10-03,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,16,8,15,ロードアクア,牡5,57.0,田中 健,1:09.0,2 1/2,12-13,34.5,464,-10,浅見 秀一,16
0,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,1,3,5,ワールドプレミア,牡3,57.0,武 豊,3:06.0,,7-6-8-6,35.8,484,+12,友道 康夫,3
1,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,2,7,14,サトノルークス,牡3,57.0,福永 祐一,3:06.0,クビ,10-11-12-7,35.7,470,+8,池江 泰寿,8
2,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,3,7,13,ヴェロックス,牡3,57.0,川田 将雅,3:06.2,1,4-4-4-4,36.2,490,0,中内田 充正,1
3,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,4,3,6,ディバインフォース,牡3,57.0,横山 典弘,3:06.3,3/4,15-15-13-11,35.8,448,+2,寺島 良,16
4,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,5,4,8,メロディーレーン,牝3,55.0,坂井 瑠星,3:06.4,クビ,16-16-16-15,35.7,340,+2,森田 直行,12
5,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,6,6,12,レッドジェニアル,牡3,57.0,酒井 学,3:06.6,1,7-8-8-7,36.4,486,-2,高橋 義忠,7
6,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,7,8,17,タガノディアマンテ,牡3,57.0,田辺 裕信,3:06.6,クビ,12-12-8-2,36.6,470,-4,鮫島 一歩,11
7,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,8,5,10,カウディーリョ,牡3,57.0,M.デムーロ,3:06.6,ハナ,1-1-1-1,36.8,434,-14,堀 宣行,13
8,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,9,1,2,ニシノデイジー,牡3,57.0,C.ルメール,3:06.7,1/2,12-12-13-12,36.2,492,+4,高木 登,2
9,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,10,4,7,ヒシゲッコウ,牡3,57.0,C.スミヨン,3:06.7,クビ,12-12-8-7,36.5,484,-2,堀 宣行,4
10,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,11,7,15,ホウオウサーベル,牡3,57.0,蛯名 正義,3:07.4,4,7-8-7-4,37.4,486,-2,奥村 武,5
11,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,12,8,18,メイショウテンゲン,牡3,57.0,池添 謙一,3:07.7,1 3/4,4-6-4-15,37.3,456,+10,池添 兼雄,15
12,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,13,1,1,ザダル,牡3,57.0,石橋 脩,3:08.0,1 3/4,10-10-13-12,37.5,480,-12,大竹 正博,6
13,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,14,8,16,ナイママ,牡3,57.0,柴田 大知,3:08.5,3,3-3-3-7,38.4,474,+2,武藤 善則,18
14,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,15,2,4,ユニコーンライオン,牡3,57.0,岩田 康誠,3:08.7,1 1/2,4-4-4-12,38.5,526,+10,矢作 芳人,10
15,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,16,6,11,シフルマン,牡3,57.0,松山 弘平,3:08.7,ハナ,18-17-17-17,37.9,494,-8,中尾 秀正,14
16,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,17,5,9,ヴァンケドミンゴ,牡3,57.0,藤岡 佑介,3:08.7,ハナ,2-2-2-2,38.8,462,+6,藤岡 健一,17
17,2019-10-20,菊花賞,3歳,オープン,国際牡牝指定,馬齢,3000メートル芝右 外,18,2,3,カリボール,牡3,57.0,藤井 勘一郎,3:12.9,大差,16-17-17-18,41.8,490,0,須貝 尚介,9
0,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,1,6,8,レイパパレ,牝4,55.0,川田 将雅,2:01.6,,1-1-1-1,36.8,422,-2,高野 友和,4
1,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,2,1,1,モズベッロ,牡5,57.0,池添 謙一,2:02.3,4,10-10-9-5,36.8,486,+2,森田 直行,6
2,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,3,5,7,コントレイル,牡4,57.0,福永 祐一,2:02.5,3/4,9-9-6-2,37.4,472,+16,矢作 芳人,1
3,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,4,8,12,グランアレグリア,牝5,55.0,C.ルメール,2:02.5,クビ,5-5-5-2,37.4,496,-6,藤沢 和雄,2
4,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,5,2,2,サリオス,牡4,57.0,松山 弘平,2:02.7,1 1/4,3-3-2-2,37.7,538,0,堀 宣行,3
5,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,6,7,10,カデナ,牡7,57.0,鮫島 克駿,2:03.0,1 3/4,12-12-11-11,37.2,484,+8,中竹 和也,11
6,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,7,3,3,アーデントリー,牡5,57.0,和田 竜二,2:03.3,2,8-8-9-8,37.7,460,+4,川村 禎彦,12
7,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,8,4,4,ブラヴァス,牡5,57.0,三浦 皇成,2:04.0,4,11-11-11-11,38.2,488,-4,友道 康夫,10
8,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,9,8,13,アドマイヤビルゴ,牡4,57.0,岩田 望来,2:04.1,1/2,7-7-8-8,38.6,428,0,友道 康夫,7
9,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,10,4,5,ペルシアンナイト,牡7,57.0,幸 英明,2:04.2,1/2,13-13-13-8,38.4,498,-2,池江 泰寿,9
10,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,11,6,9,クレッシェンドラヴ,牡7,57.0,内田 博幸,2:04.7,3,6-6-6-6,39.3,498,-2,林 徹,8
11,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,12,5,6,ワグネリアン,牡6,57.0,吉田 隼人,2:05.2,3,3-3-3-6,39.9,472,0,友道 康夫,5
12,2021-04-04,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,13,7,11,ハッピーグリン,牡6,57.0,団野 大成,2:11.9,大差,2-2-3-13,45.6,466,-6,森 秀行,13
0,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,1,2,4,ソダシ,牝3,55.0,吉田 隼人,1:31.1,,3-3,33.8,472,0,須貝 尚介,2
1,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,2,8,18,サトノレイナス,牝3,55.0,C.ルメール,1:31.1,クビ,15-16,32.9,474,0,国枝 栄,1
2,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,3,1,2,ファインルージュ,牝3,55.0,福永 祐一,1:31.2,1/2,8-6,33.7,488,-4,木村 哲也,8
3,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,4,3,5,アカイトリノムスメ,牝3,55.0,横山 武史,1:31.3,クビ,3-6,33.9,444,-6,国枝 栄,4
4,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,5,5,10,アールドヴィーヴル,牝3,55.0,M.デムーロ,1:31.8,3,8-9,34.1,422,-6,今野 貞一,5
5,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,6,4,7,ククナ,牝3,55.0,藤岡 佑介,1:31.8,クビ,18-18,33.2,446,-6,栗田 徹,9
6,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,7,3,6,ストゥーティ,牝3,55.0,岩田 康誠,1:31.9,クビ,1-2,34.9,422,0,奥村 豊,14
7,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,8,5,9,エンスージアズム,牝3,55.0,岩田 望来,1:32.0,1/2,11-9,34.3,418,+2,安田 翔伍,15
8,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,9,8,17,ホウオウイクセル,牝3,55.0,丸田 恭介,1:32.5,3,15-16,34.2,412,-2,高柳 瑞樹,16
9,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,10,7,14,ミニーアイル,牝3,55.0,藤岡 康太,1:32.5,ハナ,13-11,34.6,468,-12,武 幸四郎,17
10,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,11,6,11,ジネストラ,牝3,55.0,北村 宏司,1:32.6,1/2,2-3,35.4,442,+2,鹿戸 雄一,12
11,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,12,1,1,ストライプ,牝3,55.0,田辺 裕信,1:32.6,ハナ,15-14,34.6,502,-12,尾形 和幸,13
12,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,13,7,13,エリザベスタワー,牝3,55.0,川田 将雅,1:32.6,ハナ,8-11,34.7,508,+2,高野 友和,6
13,2021-04-11,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,14,2,3,ブルーバード,牝3,55.0,柴田 大知,1:32.9,2,13-11,35.0,428,-2,高橋 祥泰,18
